project_id,name,platform,url,source_domain,description,description_zh,category,stars_or_support,market_validation,hardware_license,normalized_commercial_score,hero_image_status,hero_image_source_url,hero_image_local_filename
8ff4a0cc7d76b76f,devlens,GitLab,https://gitlab.com/SamoTech/devlens,gitlab.com,"🔭 Free GitHub Action that scores your repo health, auto-updates your README with a live badge, and sends weekly dev analytics — zero cost, no seat limits.","自由GitHub Action, 以活徽, 自动更新你的README, 并发送每周的Dev Alytics, 零, 没有座位限制 。",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.18,无合格英雄图,,
9f252c28d5d9e897,Apply-get-free-badge,GitLab,https://gitlab.com/metaverfaid/Apply-get-free-badge,gitlab.com,Apply,调,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.17,无合格英雄图,,
cbe1581868574335,make-pull-request,GitLab,https://gitlab.com/pratyush0898/make-pull-request,gitlab.com,[![project chat](https://img.shields.io/badge/telegram-join--chat-brightgreen)](https://t.me/joinchat/AAAAAFbbJqzUyF18Okx94A),[项目聊天](https://img.shields.io/badge/telegram-join-chat-brightgreen)](https://t.me/joinchat/AAAAAAAAFbJqzUyF18Okx94A),电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.17,无合格英雄图,,
b63627f845f58810,pybadges,GitLab,https://gitlab.com/nshan651/pybadges,gitlab.com,A Python library for creating Github-style badges,A Python library for creating Github-style badges,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.17,无合格英雄图,,
97809d8299cad7b6,pylint-badge-server-django,GitLab,https://gitlab.com/pascal.deselys/pylint-badge-server-django,gitlab.com,badge server pylint,顶顶顶顶顶顶,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.17,无合格英雄图,,
334f744e7e8f3fee,atcoder-badges,GitLab,https://gitlab.com/makutamoto/atcoder-badges,gitlab.com,AtCoderの現在のレートと色を表示するバッジを作れます。,AtCoderの現在のレートと色を表示するバッジを作れます。,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.16,无合格英雄图,,
87d3307c99c21db6,badge-2018-bat-mini,GitLab,https://gitlab.com/pale-shadow/badge-2018-bat-mini,gitlab.com,Bat Mini badge Defcon 26/GrrCON 2018/DerbyCon VIII EVOLUTION,2018/DerbyCon 第八类,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.16,无合格英雄图,,
06b89298b8c51d45,Badges4-README-md-Profile,GitLab,https://gitlab.com/andresdecarvalho/Badges4-README-md-Profile,gitlab.com,👩‍💻👨‍💻 Improve your README.md profile with these amazing badges.,👩‍💻👨‍💻 Improve your README.md profile with these amazing badges.,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.16,无合格英雄图,,
c5b1b474c011975f,github-import-markdown-badges,GitLab,https://gitlab.com/samderkaoui/github-import-markdown-badges,gitlab.com,"Badges for your personal developer branding, profile, and projects.",贴上你的头巾,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.16,无合格英雄图,,
882e0de82451ae47,GPG-keys-with-GitHub,GitLab,https://gitlab.com/md8-habibullah/GPG-keys-with-GitHub,gitlab.com,"A step-by-step ultimate guide to generating, configuring, and using GPG keys with Git and GitHub to sign commits and earn the Verified badge.","与Git和GitHub一起,逐步提供最终指南,用以生成、配置和使用GPG钥匙,以签署并获得经验证的Keper",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.16,无合格英雄图,,
48124f19aff51649,Badgehub Frontend,GitLab,https://gitlab.com/why2025/team-badge/badgehub-frontend,gitlab.com,,,电子礼物/徽章/挂件,2.0,GitLab 2 stars，0 forks,待核验,8.15,无合格英雄图,,
eeddd0e48eaf5697,flutter_app_badger,GitLab,https://gitlab.com/johan.fallberg/flutter_app_badger,gitlab.com,Updated app badger,更新程序头盘,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.15,无合格英雄图,,
d771402a96d462fa,github-import-md-badges,GitLab,https://gitlab.com/samderkaoui/github-import-md-badges,gitlab.com,An extensive list of Shields.io badges.,贴上头巾的,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.15,无合格英雄图,,
e36e45b1fadd7521,Pybadges,GitLab,https://gitlab.com/cloudtoulouse/pybadges,gitlab.com,Fork from https://github.com/OlivierDupre/pybadges. Itself a fork from https://github.com/capitoledulibre/pybadges,"https://github.com/OlivierDupre/pybadges 上的叉子, https://gitub.com/capitoledulibre/pybadges 上",电子礼物/徽章/挂件,0.0,GitLab 0 stars，1 forks,待核验,8.15,无合格英雄图,,
6a277d43c3ac53a4,BadgeVMS Applications,GitLab,https://gitlab.com/why2025/team-badge/badgevms-applications,gitlab.com,,,电子礼物/徽章/挂件,2.0,GitLab 2 stars，0 forks,待核验,8.14,无合格英雄图,,
20f490a387509b8c,Firmware,GitLab,https://gitlab.com/maschinenorganismus/firmware,gitlab.com,Fork of WHY2025 Badge FW,2025年的标志,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.14,无合格英雄图,,
780acd4bdcd5b3bc,Insignoj,GitLab,https://gitlab.com/uk.legume/self/media/insignoj,gitlab.com,Personalized badges and icons I use on profiles around the web,贴在网络上的图像标记,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.14,无合格英雄图,,
3305695b1e44ed05,shields,GitLab,https://gitlab.com/magnomatos822/shields,gitlab.com,"Concise, consistent, and legible badges in SVG and raster format",立制、一致、可读的徽章和,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.14,无合格英雄图,,
82c31a0db93d454c,Test Project,GitLab,https://gitlab.com/stokerpol/test-project,gitlab.com,Marcel's Test Project - :construction: ![](https://gitlab.com/marcel.amirault/test-project/badges/main/pipeline.svg),马塞尔的测试项目 - : 建筑 : ! [https://gitlab.com/marcel.amirault/test-project/badges/main/ipipline.svg],电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.14,无合格英雄图,,
46ce1cf48ca83428,2025_utahtastic_bsides_badge,GitLab,https://gitlab.com/cesiumskater/2025_utahtastic_bsides_badge,gitlab.com,BSides Lora Badge,缩 涂 涂 涂 涂 涂 涂 涂 涂 涂 涂,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.13,无合格英雄图,,
4ea9507dc912389b,Badger Daemon,GitLab,https://gitlab.com/badger-io/badger-daemon,gitlab.com,Handle requests from the client and load plugins to relay instructions to and from it.,处理客户端和装入插件的操作 。,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.13,无合格英雄图,,
ea84f94c637a9c53,gstracker,GitLab,https://gitlab.com/gstracker/gstracker,gitlab.com,"Girl Scout troop management app — tracks meeting activities, badge progress, dues, finances, and contacts.",女童军管理程序——跟踪会议活动、徽章进展、会费、财务和合同。,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.13,无合格英雄图,,
f2535bf9c932c66f,ShieldBadgeGenerator,GitLab,https://gitlab.com/LuisMiSanVe/ShieldBadgeGenerator,gitlab.com,Desktop application that lets you easily generate Shields.io badges,"桌面应用程序, 方便生成 GSWeld. io 头盘",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.13,无合格英雄图,,
b52aa7f80f3e76a3,Svelte CarbonBadge,GitLab,https://gitlab.com/jonaskohl/svelte-carbonbadge,gitlab.com,Svelte component for https://www.websitecarbon.com/badge/,Svelte component for https://www.websitecarbon.com/badge/,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.13,无合格英雄图,,
a55d537421a61826,BadgeBuddy,GitLab,https://gitlab.com/pratyush0898/BadgeBuddy,gitlab.com,A lightweight Discord bot specifically designed to help you get the **Discord Active Developer Badge** through slash command interactions.,用于帮助您获取 Discord 开发者徽章 。,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.12,无合格英雄图,,
2484f010ab6c48eb,Badgehub Api,GitLab,https://gitlab.com/why2025/team-badge/badgehub-api,gitlab.com,,,电子礼物/徽章/挂件,2.0,GitLab 2 stars，0 forks,待核验,8.12,无合格英雄图,,
b1c7e51d4e596157,Badgehub Infra,GitLab,https://gitlab.com/why2025/team-badge/badgehub-infra,gitlab.com,,,电子礼物/徽章/挂件,2.0,GitLab 2 stars，0 forks,待核验,8.12,无合格英雄图,,
21b6c29ab29ed8e0,badger,GitLab,https://gitlab.com/sayhi.ayush/badger,gitlab.com,"All Your Achievements In One Place From coding platforms to learning hubs - Orbito unifies your badges, so you can showcase your skills without chaos","从编码平台到学习中心, 轨道统一您的徽章, 以便您在",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.12,无合格英雄图,,
3ee8df811b0fa0e6,pypipins,GitLab,https://gitlab.com/calv1n/pypipins,gitlab.com,"Badges for your site to display download totals, latest version using PyPI","您网站显示下载总线的徽卡, 使用 PyPLato",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.12,无合格英雄图,,
68be0d153500e500,Leviathan,GitHub,https://github.com/MotorDynamicsLab/Leviathan,github.com,Leviathan Main Controller for Voron 2 / Trident 3D Printers,Leviathan Main Controller for Voron 2 / Trident 3D Printers,键盘/宏键盘/控制器,116.0,GitHub 116 stars，21 forks,待核验,8.11,无合格英雄图,,
ece42a046a5a2f36,badge-matrix,GitLab,https://gitlab.com/openos-project/chromium_browser-os_deving/brave-software/badge-matrix,gitlab.com,Mirror of github.com/brave/badge-matrix — More advanced badges for projects using Travis or Sauce Labs,Mirror of github.com/brave/badge-matrix — More advanced badges for projects using Travis or Sauce Labs,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.11,无合格英雄图,,
b33e870734b8a5c0,color-identification-badges,GitLab,https://gitlab.com/NatOsaka/color-identification-badges,gitlab.com,Color identification badges created for Furality Luma Festival,Color identification badges created for Furality Luma Festival,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.11,无合格英雄图,,
a17fbd4dc9f41a82,sonarqube-gitlab-badges,GitLab,https://gitlab.com/sarecraftscode/sonarqube-gitlab-badges,gitlab.com,Sync Sonarqube metrics with gitlab,Sync Sonarqube metrics with gitlab,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.11,无合格英雄图,,
acc414f2f722409c,Website Carbon Badges,GitLab,https://gitlab.com/sitedata/website-carbon-badges,gitlab.com,Badges to display your website's carbon emissions. - Work in progress!,标签显示您网站的碳排放。,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.11,无合格英雄图,,
cd997e6104b31a90,discord-dev-badge,GitLab,https://gitlab.com/say0x/discord-dev-badge,gitlab.com,"""Active Developer"" badge",“自动开发者”,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.1,无合格英雄图,,
8130e1f905b3416e,Fancy Badges,GitLab,https://gitlab.com/la-base-de-sky/la-base-de-sky-plugins/fancy-badges,gitlab.com,Plugin para tener una bonita animación a la hora de entregar una Medalla al jugador.,佩戴头巾,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.1,无合格英雄图,,
6d07231309d15564,no-ai-badge,GitLab,https://gitlab.com/nuxy/no-ai-badge,gitlab.com,:name_badge: Differentiate your project from vibe-coded slop using this badge.,:name_badge: Differentiate your project from vibe-coded slop using this badge.,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.1,无合格英雄图,,
b937a38d77b402a8,rachelsinandoutcarwash,GitLab,https://gitlab.com/ValiantElf/rachelsinandoutcarwash,gitlab.com,"A joke car wash website for Rachel - featuring softness meters, achievement badges, and way too many puns",和许多光头、,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.1,无合格英雄图,,
00b8dc020fccf747,SteamLIB,GitLab,https://gitlab.com/NubPlayz/SteamLIB,gitlab.com,Addes a badge / cat to steam page which redirects the query to your desired site,"添加一个标记/ 猫到蒸汽页面, 标记",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.1,无合格英雄图,,
80cc9d59b7636353,MKS-DLC32,GitHub,https://github.com/makerbase-mks/MKS-DLC32,github.com,"MKS DLC32 motherboard kit, which is an offline engraving master control kit developed for desktop engraving machines. The hardware is equipped with a 32-bit high-speed ESP32 module, integrated WIFI function, and directly drives a 3.5-inch touch color screen; it can realize fast engraving and WEB web pages. Control, mobile phone APP control and other functions.","MKS DLC32 母体板,这是为桌面雕刻机开发的脱机总控制包,硬件装有32位高速ESP32模块、综合WIFI功能,并直接驱动3.5英寸触摸色谱;它可以快速刻画和WEB 网页。 控制、 移动电话标注控制和其他功能 。",教育套件/创客,480.0,GitHub 480 stars，176 forks,待核验,8.09,已核验：真实硬件主图（自动严格筛选）,https://user-images.githubusercontent.com/12979070/131437599-2b7aae8f-1569-4e38-b713-bb6b87596be5.png,80cc9d59b7636353.jpg
39aaffa6da16f917,badge-2018-nolacon,GitLab,https://gitlab.com/pale-shadow/badge-2018-nolacon,gitlab.com,@nola_con badge for 2018,@nola_con badge for 2018,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.09,无合格英雄图,,
cb475990397317ad,SecureShare,GitLab,https://gitlab.com/pratyush0898/SecureShare,gitlab.com,[![Live Site](https://img.shields.io/badge/Live%20Site-Visit%20Here-brightgreen)](https://SecureShare.org/),标签 标注,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.09,无合格英雄图,,
4d784e9e43eefea5,sparkbadge,GitLab,https://gitlab.com/nshan651/sparkbadge,gitlab.com,Longitudinal status badges for your projects.,Longitudinal status badges for your projects.,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.09,无合格英雄图,,
7e23b0f226bbaeed,test-gpg,GitLab,https://gitlab.com/md8-habibullah/test-gpg,gitlab.com,"A step-by-step ultimate guide to generating, configuring, and using GPG keys with Git and GitHub to sign commits and earn the Verified badge.","与Git和GitHub一起,逐步制定最终最终指南,用以生成、配置和使用GPG键,以签署最终最终生效的“最终生效”",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.09,无合格英雄图,,
fdb86ebf076da69d,Alf.ioBackoffice,GitLab,https://gitlab.com/alfio-event/Alf.ioBackoffice,gitlab.com,The Back-office application for check-in and badge scanning during the conference,会议期间的登入和徽记,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.08,无合格英雄图,,
4e5ac6e2b0ced3a0,badge,GitLab,https://gitlab.com/giordii/badge,gitlab.com,My badge!,佩戴警徽,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.08,无合格英雄图,,
c0ea42c608113b5b,badger,GitLab,https://gitlab.com/manufacturaind/badger,gitlab.com,"Text to image converter, designed to render ASCII art using bitmap fonts","图像转换器文字, 设计成 ASCII 显示",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.08,无合格英雄图,,
63d93cc7f819d0fa,better-shipwrecked-pcb,GitLab,https://gitlab.com/gamer_waves/better-shipwrecked-pcb,gitlab.com,Shipwrecked PCB Badges,刻贴,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.08,无合格英雄图,,
953927c8263c5767,github-import-badges,GitLab,https://gitlab.com/samderkaoui/github-import-badges,gitlab.com,":pencil: Markdown code for lots of small badges :ribbon: :pushpin: (shields.io, forthebadge.com etc) :sunglasses:. Contributions are welcome! Please add yours!",":pencil: Markdown code for lots of small badges :ribbon: :pushpin: (shields.io, forthebadge.com etc) :sunglasses:. Contributions are welcome! Please add yours!",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.08,无合格英雄图,,
742a34fac5d152e1,Runkeeper-Technical-Assignment,GitLab,https://gitlab.com/AaronReginaldOsborne/Runkeeper-Technical-Assignment,gitlab.com,Runkeeper technical assignment for displaying badges,Runkeeper technical assignment for displaying badges,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.08,无合格英雄图,,
97c4e4a1e3757cdc,XIAO-PowerBread,GitHub,https://github.com/nicho810/XIAO-PowerBread,github.com,"An open-source hardware project designed to offer a reliable and efficient power solution for breadboard prototyping. Featuring built-in sensors, real-time monitoring, and the RP2040/2350/ESP32-S3/C3/C6 microcontroller, PowerBread makes powering and developing electronics projects easier than ever.","用于为面包板原型设计提供可靠而有效的电源解决方案的开放源硬件项目。 自动端置的传感器、实时监测以及RP2040/2350、ESP32-S3/C3/C6微控制器, PowerBread使得自动端置的电源源支持系统比以往更容易加载。",键盘/宏键盘/控制器,110.0,GitHub 110 stars，12 forks,待核验,8.07,已核验：真实硬件主图（自动严格筛选）,https://github.com/nicho810/XIAO-PowerBread/raw/main/Docs/Images/pic_overview.webp,97c4e4a1e3757cdc.jpg
fd1ccb2e2f5597a8,defpi,GitLab,https://gitlab.com/Hacksore/defpi,gitlab.com,A silly defcon badge,A silly defcon badge,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.07,无合格英雄图,,
1b709b99c5ee5cd0,github-import-Badges4-README.md-Profile,GitLab,https://gitlab.com/samderkaoui/github-import-Badges4-README.md-Profile,gitlab.com,:octocat: Improve your README.md profile with these amazing badges.,改进你的README.MD 配置这些 超級的,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.07,无合格英雄图,,
7b84d7bab350303c,openml-1121,GitLab,https://gitlab.com/data/d/openml/1121,gitlab.com,OpenML dataset: badges2 https://www.openml.org/d/1121,OpenML dataset: badges2 https://www.openml.org/d/1121,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.07,无合格英雄图,,
c0d50fbb2b792c25,Test Project,GitLab,https://gitlab.com/marcel.amirault/test-project,gitlab.com,Marcel's Test Project - :construction: ![](https://gitlab.com/marcel.amirault/test-project/badges/main/pipeline.svg),Marcel's Test Project - :construction: ![](https://gitlab.com/marcel.amirault/test-project/badges/main/pipeline.svg),电子礼物/徽章/挂件,0.0,GitLab 0 stars，4 forks,待核验,8.07,无合格英雄图,,
c5fe1b1566ecda47,analytics.cozybadger.de,GitLab,https://gitlab.com/cozybadgerde/infrastructure/analytics.cozybadger.de,gitlab.com,Analytics for Cozy Badger.,Analytics for Cozy Badger.,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.06,无合格英雄图,,
221a4ba915b64358,Badger Client,GitLab,https://gitlab.com/badger-io/badger-client,gitlab.com,Client Project to demonstrate how to directly communicate with the daemon,显示如何直接与守护初始用户,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.06,无合格英雄图,,
3541089f5e57f39a,Badger FreeBSD Plugin,GitLab,https://gitlab.com/badger-io/badger-freebsd-plugin,gitlab.com,"This is a FreeBSD plugin implementation. Its responsible for providing the needed control over resources related to jails, networking, filesystem operations and packet filtering.","这是 FreeBSD 插件, 用于对与 Tail 、 网络、 文件系统操作和 lob 有关的信息包设置 。",电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.06,无合格英雄图,,
8c9baca4330b27b1,shields,GitLab,https://gitlab.com/md8-habibullah/shields,gitlab.com,"Concise, consistent, and legible badges in SVG and raster format",立制、一致、可读、,电子礼物/徽章/挂件,0.0,GitLab 0 stars，0 forks,待核验,8.06,无合格英雄图,,
fa86f6fec358b35d,platform-atmelsam,GitHub,https://github.com/platformio/platform-atmelsam,github.com,Atmel SAM: development platform for PlatformIO,Atmel SAM: development platform for PlatformIO,键盘/宏键盘/控制器,89.0,GitHub 89 stars，123 forks,待核验,8.06,无合格英雄图,,
ebc5224128357218,BIGTREETECH-GTR-V1.0,GitHub,https://github.com/bigtreetech/BIGTREETECH-GTR-V1.0,github.com,"BIGTREETECH GTR V1.0 motherboard is a high-performance 3D printer main control board with the core controller STM32F407IGT6, which was launched by the 3D printing team of ShenZhen BigTree Technology CO.,LTD ., aiming at solving some problems existing in the motherboard market. The BIGTREETECH GTR V1.0 is the motherboard, and the BIGTREETECH M5 V1.0 is the expansion board.","BIGTRETECH GTR V1.0 母板是一个高性能的3D打印机主控制板,核心控制器STM32F407IGT6由沈正大树技术公司LTD的3D印刷组推出,目的是解决母板市场上存在的一些问题。BIGTRETECH GTR V1.0是母板,BIGTRETECH M5 V1.0是扩展板。",键盘/宏键盘/控制器,93.0,GitHub 93 stars，51 forks,待核验,8.05,无合格英雄图,,
2c3f60c7b51bdec8,dw-link,GitHub,https://github.com/felias-fogg/dw-link,github.com,An Arduino-UNO-based debugWIRE hardware-debugger,An Arduino-UNO-based debugWIRE hardware-debugger,键盘/宏键盘/控制器,87.0,GitHub 87 stars，14 forks,待核验,8.05,无合格英雄图,,
8bf84192353b51af,LiteWing,GitHub,https://github.com/jobitjoseph/LiteWing,github.com,"LiteWing is a compact, WiFi-controlled drone based on the ESP32-S3 microcontroller. Designed for hobbyists, makers, and engineers, LiteWing offers a simple yet powerful platform for drone experimentation and development. It is an open-hardware project, making it easy to modify and expand.","LiteWing 是一个基于 ESP32- S3 微控制器的小型自动自动控制无人机。 LiteWing 是为业余爱好者、制造者和工程师设计的,为无人机实验和开发提供了一个简单而有力的平台。 这是一个开放式自动控制软件, 使得用户机可以自动控制。",键盘/宏键盘/控制器,25.0,GitHub 25 stars，48 forks,待核验,8.05,已核验：真实硬件主图（自动严格筛选）,https://github.com/jobitjoseph/LiteWing/raw/c0359449de4457334108b7f753f186783a34e243/Documents/Images/LiteWing.png,8bf84192353b51af.jpg
e48d94590536b027,midi-grid,GitHub,https://github.com/zukaitis/midi-grid,github.com,DIY midi controller project,DIY midi controller project,键盘/宏键盘/控制器,92.0,GitHub 92 stars，12 forks,待核验,8.05,已核验：真实硬件主图（自动严格筛选）,https://camo.githubusercontent.com/41fae626e6a6fcb73273c69eadcc2805a8901e0aa98127d1d69a9db5997689a8/68747470733a2f2f696d672e796f75747562652e636f6d2f76692f6d784935513231643154302f302e6a7067,e48d94590536b027.jpg
43b57f2d7730c634,ZaneyOS 🟰 Best ❄️ NixOS Configs,GitLab,https://gitlab.com/Zaney/zaneyos,gitlab.com,"My main NixOS configuration. Features include a polished Hyprland environment. A fully configured NeoVIM environment, QMK support. A Keyboard shortcut menu pop-down available in the top bar and so much more!","我的主要 NixOS 配置。 特性包括一个已打印的 Hyprland 环境。 完整配置的 NeuVIM 环境, QMK 支持。 键盘快捷键 Gusting supple",键盘/宏键盘/控制器,246.0,GitLab 246 stars，131 forks,待核验,8.05,无合格英雄图,,
7b53167ba425d24e,Tad Boy Color - Share Project - PCBWay,PCBWay共享项目,https://www.pcbway.com/project/shareproject/Tad_Boy_Color_876e4f73.html,www.pcbway.com,"The Tad Boy Color is a fully custom, miniaturized Game Boy Color asking a simple question: just how small can you make a GBC while still using the original cartridges?Using the original CPU and RAM fr...","塔德男孩颜色是完全习惯的, 微缩的游戏男孩颜色 问: 仍然使用原始的墨盒, 能够有多大的音效 ?",游戏/娱乐,0.0,收录于PCBWay共享项目公开项目/商品目录,页面待核验,8.05,已核验：真实硬件主图（自动严格筛选）,https://pcbwayfile.s3.us-west-2.amazonaws.com/web/22/08/27/1246518105453.jpg,7b53167ba425d24e.jpg
19e996098b0cdd26,NomadKeyboard,GitHub,https://github.com/fiendie/NomadKeyboard,github.com,"PCB and case designs for the Nomad low-profile, split mechanical keyboard","PCB and case designs for the Nomad low-profile, split mechanical keyboard",键盘/宏键盘/控制器,87.0,GitHub 87 stars，12 forks,待核验,8.04,已核验：真实硬件主图（自动严格筛选）,https://github.com/fiendie/NomadKeyboard/raw/master/Images/Nomad_Front_Left_Switches.jpg,19e996098b0cdd26.jpg
